Molecule,Variability_CV,ParameterSetId,Parameter,Typical_value_internal,Display_unit,Parameter_value_internal
Golimumab,0.5,19,Target Kd,1.8e-5,µmol/l,3.93412773947676e-5
Golimumab,0.5,19,koff,0.005583,1/min,0.004182712897011475
Golimumab,0.5,19,kint,0.014433333333333333,1/min,0.007008795670176478
Golimumab,0.5,19,kdeg,0.0037166666666666667,1/min,0.002704750340713924
Golimumab,0.5,19,Target reference concentration,1e-6,µmol/l,9.09590327995344e-7
Golimumab,0.5,20,Kd (FcRn),1.07,µmol/l,0.6692240422180991
Golimumab,0.5,20,Target Kd,1.8e-5,µmol/l,2.199794147822628e-5
Golimumab,0.5,20,koff,0.005583,1/min,0.007906776872423575
Golimumab,0.5,20,kint,0.014433333333333333,1/min,0.021569076688287964
Golimumab,0.5,20,kdeg,0.0037166666666666667,1/min,0.0038039863330564527
Golimumab,0.5,20,Target reference concentration,1e-6,µmol/l,4.849970730679313e-7
Golimumab,0.5,21,Kd (FcRn),1.07,µmol/l,0.7730286439514515
Golimumab,0.5,21,Target Kd,1.8e-5,µmol/l,1.586291894759505e-5
Golimumab,0.5,21,koff,0.005583,1/min,0.007077109391974617
Golimumab,0.5,21,kint,0.014433333333333333,1/min,0.011958047425626273
Golimumab,0.5,21,kdeg,0.0037166666666666667,1/min,0.0019714839829186336
Golimumab,0.5,21,Target reference concentration,1e-6,µmol/l,1.5327475266774934e-6
Golimumab,0.5,22,Kd (FcRn),1.07,µmol/l,2.1374143526924705
Golimumab,0.5,22,Target Kd,1.8e-5,µmol/l,1.9418816302425045e-5
Golimumab,0.5,22,koff,0.005583,1/min,0.005339723675035605
Golimumab,0.5,22,kint,0.014433333333333333,1/min,0.011473091304431712
Golimumab,0.5,22,kdeg,0.0037166666666666667,1/min,0.0042455437639279305
Golimumab,0.5,22,Target reference concentration,1e-6,µmol/l,3.5429730085659673e-7
Golimumab,0.5,23,Kd (FcRn),1.07,µmol/l,1.2677489669767985
Golimumab,0.5,23,Target Kd,1.8e-5,µmol/l,1.4193933044808184e-5
Golimumab,0.5,23,koff,0.005583,1/min,0.009252866584284229
Golimumab,0.5,23,kint,0.014433333333333333,1/min,0.01715335858783177
Golimumab,0.5,23,kdeg,0.0037166666666666667,1/min,0.005798352671119624
Golimumab,0.5,23,Target reference concentration,1e-6,µmol/l,2.608661552729887e-6
Golimumab,0.5,24,Kd (FcRn),1.07,µmol/l,0.7243705128619841
Golimumab,0.5,24,Target Kd,1.8e-5,µmol/l,9.50713287188276e-6
Golimumab,0.5,24,koff,0.005583,1/min,0.0020315784487128564
Golimumab,0.5,24,kint,0.014433333333333333,1/min,0.02373620063554623
Golimumab,0.5,24,kdeg,0.0037166666666666667,1/min,0.004286589266826535
Golimumab,0.5,24,Target reference concentration,1e-6,µmol/l,5.59572004931224e-7
Golimumab,0.5,25,Kd (FcRn),1.07,µmol/l,2.123690116467881
Golimumab,0.5,25,Target Kd,1.8e-5,µmol/l,2.514409931975154e-5
Golimumab,0.5,25,koff,0.005583,1/min,0.0017062525637290026
Golimumab,0.5,25,kint,0.014433333333333333,1/min,0.027730209857972626
Golimumab,0.5,25,kdeg,0.0037166666666666667,1/min,0.004621823907068827
Golimumab,0.5,25,Target reference concentration,1e-6,µmol/l,4.211737179401119e-7
Golimumab,0.5,26,Kd (FcRn),1.07,µmol/l,1.4414352237958807
Golimumab,0.5,26,Target Kd,1.8e-5,µmol/l,1.3059104901151333e-5
Golimumab,0.5,26,koff,0.005583,1/min,0.0036418698195836915
Golimumab,0.5,26,kint,0.014433333333333333,1/min,0.00932628065879424
Golimumab,0.5,26,kdeg,0.0037166666666666667,1/min,0.00369938351539417
Golimumab,0.5,26,Target reference concentration,1e-6,µmol/l,2.793611085082886e-7
Golimumab,0.5,27,Kd (FcRn),1.07,µmol/l,0.40199817596262793
Golimumab,0.5,27,Target Kd,1.8e-5,µmol/l,1.3843224831478272e-5
Golimumab,0.5,27,koff,0.005583,1/min,0.003968305751347676
Golimumab,0.5,27,kint,0.014433333333333333,1/min,0.007049611868782641
Golimumab,0.5,27,kdeg,0.0037166666666666667,1/min,0.003081549039644657
Golimumab,0.5,27,Target reference concentration,1e-6,µmol/l,9.763704688470627e-7
Golimumab,0.5,28,Kd (FcRn),1.07,µmol/l,0.8566326360241353
Golimumab,0.5,28,Target Kd,1.8e-5,µmol/l,2.1302909475478198e-5
Golimumab,0.5,28,koff,0.005583,1/min,0.006440755791499313
Golimumab,0.5,28,kint,0.014433333333333333,1/min,0.005821107305906992
Golimumab,0.5,28,kdeg,0.0037166666666666667,1/min,0.005812937944739773
Golimumab,0.5,28,Target reference concentration,1e-6,µmol/l,2.4239926072941347e-6
Golimumab,0.5,29,Kd (FcRn),1.07,µmol/l,0.7935552011035415
Golimumab,0.5,29,Target Kd,1.8e-5,µmol/l,2.711990894462879e-5
Golimumab,0.5,29,koff,0.005583,1/min,0.003901728551139525
Golimumab,0.5,29,kint,0.014433333333333333,1/min,0.012203752388481828
Golimumab,0.5,29,kdeg,0.0037166666666666667,1/min,0.004460222156739716
Golimumab,0.5,29,Target reference concentration,1e-6,µmol/l,6.533777090106298e-7
Golimumab,0.5,30,Kd (FcRn),1.07,µmol/l,0.9100260999358463
Golimumab,0.5,30,Target Kd,1.8e-5,µmol/l,1.0417846601274594e-5
Golimumab,0.5,30,koff,0.005583,1/min,0.004244552358944255
Golimumab,0.5,30,kint,0.014433333333333333,1/min,0.015900040927488555
Golimumab,0.5,30,kdeg,0.0037166666666666667,1/min,0.002002813315773895
Golimumab,0.5,30,Target reference concentration,1e-6,µmol/l,7.103872132763778e-7
Golimumab,0.5,31,Kd (FcRn),1.07,µmol/l,1.3627760806984166
Golimumab,0.5,31,Target Kd,1.8e-5,µmol/l,2.32911594537644e-5
Golimumab,0.5,31,koff,0.005583,1/min,0.004420418391099023
Golimumab,0.5,31,kint,0.014433333333333333,1/min,0.014432654601543794
Golimumab,0.5,31,kdeg,0.0037166666666666667,1/min,0.005020301039633692
Golimumab,0.5,31,Target reference concentration,1e-6,µmol/l,1.436871265127437e-6
Golimumab,0.5,32,Kd (FcRn),1.07,µmol/l,1.0710462535891057
Golimumab,0.5,32,Target Kd,1.8e-5,µmol/l,1.3966094896183701e-5
Golimumab,0.5,32,koff,0.005583,1/min,0.0036692121543162905
Golimumab,0.5,32,kint,0.014433333333333333,1/min,0.009507914737778986
Golimumab,0.5,32,kdeg,0.0037166666666666667,1/min,0.0016381331381678877
Golimumab,0.5,32,Target reference concentration,1e-6,µmol/l,7.612980934089222e-7
Golimumab,0.5,33,Kd (FcRn),1.07,µmol/l,0.9026811548349598
Golimumab,0.5,33,Target Kd,1.8e-5,µmol/l,1.502022919618375e-5
Golimumab,0.5,33,koff,0.005583,1/min,0.004926369776240073
Golimumab,0.5,33,kint,0.014433333333333333,1/min,0.00924150881111675
Golimumab,0.5,33,kdeg,0.0037166666666666667,1/min,0.002341077650440627
Golimumab,0.5,33,Target reference concentration,1e-6,µmol/l,9.967848926600218e-7
Golimumab,0.5,34,Kd (FcRn),1.07,µmol/l,0.304563817757725
Golimumab,0.5,34,Target Kd,1.8e-5,µmol/l,2.0775262085911052e-5
Golimumab,0.5,34,koff,0.005583,1/min,0.003919960567527408
Golimumab,0.5,34,kint,0.014433333333333333,1/min,0.01960753863487082
Golimumab,0.5,34,kdeg,0.0037166666666666667,1/min,0.00882625049084453
Golimumab,0.5,34,Target reference concentration,1e-6,µmol/l,1.0558878157401404e-6
Golimumab,0.5,35,Kd (FcRn),1.07,µmol/l,0.5174752917144673
Golimumab,0.5,35,Target Kd,1.8e-5,µmol/l,5.564493207622275e-6
Golimumab,0.5,35,koff,0.005583,1/min,0.0038967582627799867
Golimumab,0.5,35,kint,0.014433333333333333,1/min,0.0195599814471336
Golimumab,0.5,35,kdeg,0.0037166666666666667,1/min,0.003741828703142156
Golimumab,0.5,35,Target reference concentration,1e-6,µmol/l,1.025590849114804e-6
Golimumab,0.5,36,Kd (FcRn),1.07,µmol/l,1.306521141114058
Golimumab,0.5,36,Target Kd,1.8e-5,µmol/l,3.8121885760590976e-5
Golimumab,0.5,36,koff,0.005583,1/min,0.0038903018365803095
Golimumab,0.5,36,kint,0.014433333333333333,1/min,0.007000521920665609
Golimumab,0.5,36,kdeg,0.0037166666666666667,1/min,0.003093117721883698
Golimumab,0.5,36,Target reference concentration,1e-6,µmol/l,7.939785074153413e-7
Golimumab,0.5,37,Kd (FcRn),1.07,µmol/l,0.34269066175049295
Golimumab,0.5,37,Target Kd,1.8e-5,µmol/l,1.0384070344817432e-5
Golimumab,0.5,37,koff,0.005583,1/min,0.004120874109992828
Golimumab,0.5,37,kint,0.014433333333333333,1/min,0.0077658801404648994
Golimumab,0.5,37,kdeg,0.0037166666666666667,1/min,0.0036498903637352084
Golimumab,0.5,37,Target reference concentration,1e-6,µmol/l,6.137043905987387e-7
Golimumab,0.5,38,Kd (FcRn),1.07,µmol/l,0.9259482868564859
Golimumab,0.5,38,Target Kd,1.8e-5,µmol/l,1.617825243951915e-5
Golimumab,0.5,38,koff,0.005583,1/min,0.0021504472941075697
Golimumab,0.5,38,kint,0.014433333333333333,1/min,0.009160778783122546
Golimumab,0.5,38,kdeg,0.0037166666666666667,1/min,0.008687151786350888
Golimumab,0.5,38,Target reference concentration,1e-6,µmol/l,8.903172290268849e-7
Golimumab,0.5,39,Kd (FcRn),1.07,µmol/l,0.918798046104835
Golimumab,0.5,39,Target Kd,1.8e-5,µmol/l,1.4245061158256963e-5
Golimumab,0.5,39,koff,0.005583,1/min,0.0026303621015200977
Golimumab,0.5,39,kint,0.014433333333333333,1/min,0.0119746191897127
Golimumab,0.5,39,kdeg,0.0037166666666666667,1/min,0.002319376047686682
Golimumab,0.5,39,Target reference concentration,1e-6,µmol/l,3.471412300727473e-7
Golimumab,0.5,40,Kd (FcRn),1.07,µmol/l,0.6856470042357918
Golimumab,0.5,40,Target Kd,1.8e-5,µmol/l,2.1651235500170248e-5
Golimumab,0.5,40,koff,0.005583,1/min,0.002379715229251417
Golimumab,0.5,40,kint,0.014433333333333333,1/min,0.007840495264224343
Golimumab,0.5,40,kdeg,0.0037166666666666667,1/min,0.0022337564582064137
Golimumab,0.5,40,Target reference concentration,1e-6,µmol/l,1.4897992708634995e-6
Golimumab,0.5,41,Kd (FcRn),1.07,µmol/l,0.7280724533516892
Golimumab,0.5,41,Target Kd,1.8e-5,µmol/l,7.600110788338036e-6
Golimumab,0.5,41,koff,0.005583,1/min,0.010211023991792224
Golimumab,0.5,41,kint,0.014433333333333333,1/min,0.010058792516552553
Golimumab,0.5,41,kdeg,0.0037166666666666667,1/min,0.004365315878133625
Golimumab,0.5,41,Target reference concentration,1e-6,µmol/l,8.059401986334011e-7
Golimumab,0.5,42,Kd (FcRn),1.07,µmol/l,0.9822228697824692
Golimumab,0.5,42,Target Kd,1.8e-5,µmol/l,1.38007715409047e-5
Golimumab,0.5,42,koff,0.005583,1/min,0.005736314144711025
Golimumab,0.5,42,kint,0.014433333333333333,1/min,0.03694990940389088
Golimumab,0.5,42,kdeg,0.0037166666666666667,1/min,0.003140740799326214
Golimumab,0.5,42,Target reference concentration,1e-6,µmol/l,9.14894912159835e-7
Golimumab,0.5,43,Kd (FcRn),1.07,µmol/l,0.7561058637482438
Golimumab,0.5,43,Target Kd,1.8e-5,µmol/l,1.912930040926076e-5
Golimumab,0.5,43,koff,0.005583,1/min,0.001984483324314001
Golimumab,0.5,43,kint,0.014433333333333333,1/min,0.01445649258144082
Golimumab,0.5,43,kdeg,0.0037166666666666667,1/min,0.0016208272765503345
Golimumab,0.5,43,Target reference concentration,1e-6,µmol/l,4.501531917739487e-7
Golimumab,0.5,44,Kd (FcRn),1.07,µmol/l,1.3963539831969283
Golimumab,0.5,44,Target Kd,1.8e-5,µmol/l,1.6585668886806855e-5
Golimumab,0.5,44,koff,0.005583,1/min,0.007043947224668898
Golimumab,0.5,44,kint,0.014433333333333333,1/min,0.012795352599307357
Golimumab,0.5,44,kdeg,0.0037166666666666667,1/min,8.445206402925268e-4
Golimumab,0.5,44,Target reference concentration,1e-6,µmol/l,1.7494097476855853e-6
Golimumab,0.5,45,Kd (FcRn),1.07,µmol/l,1.0267775240853805
Golimumab,0.5,45,Target Kd,1.8e-5,µmol/l,1.7394126812446516e-5
Golimumab,0.5,45,koff,0.005583,1/min,0.002827820466984578
Golimumab,0.5,45,kint,0.014433333333333333,1/min,0.004673690167547737
Golimumab,0.5,45,kdeg,0.0037166666666666667,1/min,0.002006364178775339
Golimumab,0.5,45,Target reference concentration,1e-6,µmol/l,3.7889404461661334e-7
Golimumab,0.5,46,Kd (FcRn),1.07,µmol/l,0.6219786934655461
Golimumab,0.5,46,Target Kd,1.8e-5,µmol/l,1.8101317594112357e-5
Golimumab,0.5,46,koff,0.005583,1/min,0.005170156152579968
Golimumab,0.5,46,kint,0.014433333333333333,1/min,0.020570662475770437
Golimumab,0.5,46,kdeg,0.0037166666666666667,1/min,0.003010591709098706
Golimumab,0.5,46,Target reference concentration,1e-6,µmol/l,5.482397262811655e-7
Golimumab,0.5,47,Kd (FcRn),1.07,µmol/l,0.25220105337704646
Golimumab,0.5,47,Target Kd,1.8e-5,µmol/l,3.4750880941493816e-5
Golimumab,0.5,47,koff,0.005583,1/min,0.004110541355990149
Golimumab,0.5,47,kint,0.014433333333333333,1/min,0.015959704577094082
Golimumab,0.5,47,kdeg,0.0037166666666666667,1/min,0.001354549361745356
Golimumab,0.5,47,Target reference concentration,1e-6,µmol/l,1.4617488563564887e-6
Golimumab,0.5,48,Kd (FcRn),1.07,µmol/l,1.4458151818327658
Golimumab,0.5,48,Target Kd,1.8e-5,µmol/l,1.860177661947383e-5
Golimumab,0.5,48,koff,0.005583,1/min,0.009873562725099577
Golimumab,0.5,48,kint,0.014433333333333333,1/min,0.029494116327813222
Golimumab,0.5,48,kdeg,0.0037166666666666667,1/min,0.0035462750431801814
Golimumab,0.5,48,Target reference concentration,1e-6,µmol/l,1.1814618792117959e-6
Golimumab,0.5,49,Kd (FcRn),1.07,µmol/l,0.15842071957667686
Golimumab,0.5,49,Target Kd,1.8e-5,µmol/l,1.5304194802594013e-5
Golimumab,0.5,49,koff,0.005583,1/min,0.006215876284097455
Golimumab,0.5,49,kint,0.014433333333333333,1/min,0.014788327056135094
Golimumab,0.5,49,kdeg,0.0037166666666666667,1/min,0.00238013324615561
Golimumab,0.5,49,Target reference concentration,1e-6,µmol/l,7.010160318242559e-7
Golimumab,0.5,50,Kd (FcRn),1.07,µmol/l,0.8098290250741765
Golimumab,0.5,50,Target Kd,1.8e-5,µmol/l,1.8640963143594726e-5
Golimumab,0.5,50,koff,0.005583,1/min,0.002433350445616767
Golimumab,0.5,50,kint,0.014433333333333333,1/min,0.014025076324561105
Golimumab,0.5,50,kdeg,0.0037166666666666667,1/min,0.0019043386097228766
Golimumab,0.5,50,Target reference concentration,1e-6,µmol/l,7.596605183279313e-7
Golimumab,0.5,51,Kd (FcRn),1.07,µmol/l,0.6307043198699029
Golimumab,0.5,51,Target Kd,1.8e-5,µmol/l,2.3077017453494504e-5
Golimumab,0.5,51,koff,0.005583,1/min,0.004523448643148321
Golimumab,0.5,51,kint,0.014433333333333333,1/min,0.025321072551204783
Golimumab,0.5,51,kdeg,0.0037166666666666667,1/min,0.0012707683022114952
Golimumab,0.5,51,Target reference concentration,1e-6,µmol/l,4.2285151972434256e-7
Golimumab,0.5,52,Kd (FcRn),1.07,µmol/l,1.0383976960389159
Golimumab,0.5,52,Target Kd,1.8e-5,µmol/l,5.742117425846472e-6
Golimumab,0.5,52,koff,0.005583,1/min,0.0072145988958532085
Golimumab,0.5,52,kint,0.014433333333333333,1/min,0.015147035092850782
Golimumab,0.5,52,kdeg,0.0037166666666666667,1/min,0.004077583957554591
Golimumab,0.5,52,Target reference concentration,1e-6,µmol/l,6.819353826146207e-7
Golimumab,0.5,53,Kd (FcRn),1.07,µmol/l,1.0023224647157103
Golimumab,0.5,53,Target Kd,1.8e-5,µmol/l,2.9064672927890204e-5
Golimumab,0.5,53,koff,0.005583,1/min,0.010295554011416321
Golimumab,0.5,53,kint,0.014433333333333333,1/min,0.014816295045524158
Golimumab,0.5,53,kdeg,0.0037166666666666667,1/min,0.0025895440719583785
Golimumab,0.5,53,Target reference concentration,1e-6,µmol/l,4.64049237034822e-7
Golimumab,0.5,54,Kd (FcRn),1.07,µmol/l,0.43997481443547404
Golimumab,0.5,54,Target Kd,1.8e-5,µmol/l,1.2400426482307354e-5
Golimumab,0.5,54,koff,0.005583,1/min,0.004524714858099778
Golimumab,0.5,54,kint,0.014433333333333333,1/min,0.03222609312431912
Golimumab,0.5,54,kdeg,0.0037166666666666667,1/min,0.0014817501298305614
Golimumab,0.5,54,Target reference concentration,1e-6,µmol/l,2.0788722738474868e-6
Golimumab,0.5,55,Kd (FcRn),1.07,µmol/l,0.8709243361532181
Golimumab,0.5,55,Target Kd,1.8e-5,µmol/l,1.618471252137857e-5
Golimumab,0.5,55,koff,0.005583,1/min,0.014728455299449062
Golimumab,0.5,55,kint,0.014433333333333333,1/min,0.008506758822101158
Golimumab,0.5,55,kdeg,0.0037166666666666667,1/min,0.003634644858279014
Golimumab,0.5,55,Target reference concentration,1e-6,µmol/l,1.949935464236432e-6
Golimumab,0.5,56,Kd (FcRn),1.07,µmol/l,1.0284361532933397
Golimumab,0.5,56,Target Kd,1.8e-5,µmol/l,1.1326320673584398e-5
Golimumab,0.5,56,koff,0.005583,1/min,0.006250391724807077
Golimumab,0.5,56,kint,0.014433333333333333,1/min,0.006445158066415212
Golimumab,0.5,56,kdeg,0.0037166666666666667,1/min,0.0031690480486865815
Golimumab,0.5,56,Target reference concentration,1e-6,µmol/l,4.826636794374691e-7
Golimumab,0.5,57,Kd (FcRn),1.07,µmol/l,1.1658677304356642
Golimumab,0.5,57,Target Kd,1.8e-5,µmol/l,2.4768907617180062e-5
Golimumab,0.5,57,koff,0.005583,1/min,0.006334951674512
Golimumab,0.5,57,kint,0.014433333333333333,1/min,0.0082523723081554
Golimumab,0.5,57,kdeg,0.0037166666666666667,1/min,0.0011109790531107864
Golimumab,0.5,57,Target reference concentration,1e-6,µmol/l,6.062735960292979e-7
Golimumab,0.5,58,Kd (FcRn),1.07,µmol/l,0.6163419479781642
Golimumab,0.5,58,Target Kd,1.8e-5,µmol/l,1.1243398272281834e-5
Golimumab,0.5,58,koff,0.005583,1/min,0.003467144249964575
Golimumab,0.5,58,kint,0.014433333333333333,1/min,0.01694729793151541
Golimumab,0.5,58,kdeg,0.0037166666666666667,1/min,0.0027442087318499384
Golimumab,0.5,58,Target reference concentration,1e-6,µmol/l,9.73604286951788e-7
Golimumab,0.5,59,Kd (FcRn),1.07,µmol/l,0.8845066133049065
Golimumab,0.5,59,Target Kd,1.8e-5,µmol/l,2.466521716613144e-5
Golimumab,0.5,59,koff,0.005583,1/min,0.007243586072906779
Golimumab,0.5,59,kint,0.014433333333333333,1/min,0.008252903558448155
Golimumab,0.5,59,kdeg,0.0037166666666666667,1/min,0.0032147749516222347
Golimumab,0.5,59,Target reference concentration,1e-6,µmol/l,1.5244756738208392e-6
Golimumab,0.5,60,Kd (FcRn),1.07,µmol/l,0.5550232533960341
Golimumab,0.5,60,Target Kd,1.8e-5,µmol/l,7.131540235633304e-6
Golimumab,0.5,60,koff,0.005583,1/min,0.003722810009526556
Golimumab,0.5,60,kint,0.014433333333333333,1/min,0.009135433401072488
Golimumab,0.5,60,kdeg,0.0037166666666666667,1/min,0.004666925317401452
Golimumab,0.5,60,Target reference concentration,1e-6,µmol/l,9.077855228795043e-7
Golimumab,0.5,61,Kd (FcRn),1.07,µmol/l,0.565297433829085
Golimumab,0.5,61,Target Kd,1.8e-5,µmol/l,1.4203759094289567e-5
Golimumab,0.5,61,koff,0.005583,1/min,0.005143299848124369
Golimumab,0.5,61,kint,0.014433333333333333,1/min,0.0067137941523710745
Golimumab,0.5,61,kdeg,0.0037166666666666667,1/min,0.0020969875478795055
Golimumab,0.5,61,Target reference concentration,1e-6,µmol/l,6.337470437408571e-7
Golimumab,0.5,62,Kd (FcRn),1.07,µmol/l,1.1203591585912032
Golimumab,0.5,62,Target Kd,1.8e-5,µmol/l,3.0036425033571176e-5
Golimumab,0.5,62,koff,0.005583,1/min,0.005075270937986753
Golimumab,0.5,62,kint,0.014433333333333333,1/min,0.01188170934053227
Golimumab,0.5,62,kdeg,0.0037166666666666667,1/min,0.003884462627071149
Golimumab,0.5,62,Target reference concentration,1e-6,µmol/l,1.6036573231597674e-6
Golimumab,0.5,63,Kd (FcRn),1.07,µmol/l,0.380849503606351
Golimumab,0.5,63,Target Kd,1.8e-5,µmol/l,1.2992858760111445e-5
Golimumab,0.5,63,koff,0.005583,1/min,0.005269690094969267
Golimumab,0.5,63,kint,0.014433333333333333,1/min,0.017199000179609014
Golimumab,0.5,63,kdeg,0.0037166666666666667,1/min,0.002285216395925488
Golimumab,0.5,63,Target reference concentration,1e-6,µmol/l,4.61438947873864e-7
Golimumab,0.5,64,Kd (FcRn),1.07,µmol/l,0.8474034030130938
Golimumab,0.5,64,Target Kd,1.8e-5,µmol/l,1.0893404465868164e-5
Golimumab,0.5,64,koff,0.005583,1/min,0.004968506292499382
Golimumab,0.5,64,kint,0.014433333333333333,1/min,0.005678669430213573
Golimumab,0.5,64,kdeg,0.0037166666666666667,1/min,0.0034955190829782305
Golimumab,0.5,64,Target reference concentration,1e-6,µmol/l,2.9156027742925196e-6
Golimumab,0.5,65,Kd (FcRn),1.07,µmol/l,2.663360531235909
Golimumab,0.5,65,Target Kd,1.8e-5,µmol/l,1.3292085745751132e-5
Golimumab,0.5,65,koff,0.005583,1/min,0.003339330399209324
Golimumab,0.5,65,kint,0.014433333333333333,1/min,0.011815915781243915
Golimumab,0.5,65,kdeg,0.0037166666666666667,1/min,0.0027328943854325162
Golimumab,0.5,65,Target reference concentration,1e-6,µmol/l,1.492871225541428e-6
Golimumab,0.5,66,Kd (FcRn),1.07,µmol/l,0.47659591830418735
Golimumab,0.5,66,Target Kd,1.8e-5,µmol/l,2.565581850427945e-5
Golimumab,0.5,66,koff,0.005583,1/min,0.0065443953246461985
Golimumab,0.5,66,kint,0.014433333333333333,1/min,0.01771564627260789
Golimumab,0.5,66,kdeg,0.0037166666666666667,1/min,0.004019246531742289
Golimumab,0.5,66,Target reference concentration,1e-6,µmol/l,6.92595333534783e-7
Golimumab,0.5,67,Kd (FcRn),1.07,µmol/l,1.5363798636971129
Golimumab,0.5,67,Target Kd,1.8e-5,µmol/l,1.3898723413120007e-5
Golimumab,0.5,67,koff,0.005583,1/min,0.0028230580763163775
Golimumab,0.5,67,kint,0.014433333333333333,1/min,0.015905531467245448
Golimumab,0.5,67,kdeg,0.0037166666666666667,1/min,0.008067238770264613
Golimumab,0.5,67,Target reference concentration,1e-6,µmol/l,5.884005035386328e-7
Golimumab,0.5,68,Kd (FcRn),1.07,µmol/l,1.9335381382352321
Golimumab,0.5,68,Target Kd,1.8e-5,µmol/l,1.829590086822648e-5
Golimumab,0.5,68,koff,0.005583,1/min,0.0029852977132940185
Golimumab,0.5,68,kint,0.014433333333333333,1/min,0.0167556732407307
Golimumab,0.5,68,kdeg,0.0037166666666666667,1/min,0.005366315903604847
Golimumab,0.5,68,Target reference concentration,1e-6,µmol/l,7.748899889180769e-7
Golimumab,0.5,69,Kd (FcRn),1.07,µmol/l,0.7881029287975464
Golimumab,0.5,69,Target Kd,1.8e-5,µmol/l,1.0940613715140617e-5
Golimumab,0.5,69,koff,0.005583,1/min,0.0030645235917776035
Golimumab,0.5,69,kint,0.014433333333333333,1/min,0.018181231280167725
Golimumab,0.5,69,kdeg,0.0037166666666666667,1/min,0.004478336653379563
Golimumab,0.5,69,Target reference concentration,1e-6,µmol/l,6.57680736422406e-7
Golimumab,0.5,70,Kd (FcRn),1.07,µmol/l,0.6183632127392231
Golimumab,0.5,70,Target Kd,1.8e-5,µmol/l,2.081118626408471e-5
Golimumab,0.5,70,koff,0.005583,1/min,0.0040217360941002785
Golimumab,0.5,70,kint,0.014433333333333333,1/min,0.008499114337461642
Golimumab,0.5,70,kdeg,0.0037166666666666667,1/min,0.005752658604885794
Golimumab,0.5,70,Target reference concentration,1e-6,µmol/l,1.032384945809342e-6
Golimumab,0.5,71,Kd (FcRn),1.07,µmol/l,1.2687207173047919
Golimumab,0.5,71,Target Kd,1.8e-5,µmol/l,1.4466289184405822e-5
Golimumab,0.5,71,koff,0.005583,1/min,0.003661657381355659
Golimumab,0.5,71,kint,0.014433333333333333,1/min,0.005271022639104134
Golimumab,0.5,71,kdeg,0.0037166666666666667,1/min,0.004570218179093009
Golimumab,0.5,71,Target reference concentration,1e-6,µmol/l,1.8071914364192537e-6
Golimumab,0.5,72,Kd (FcRn),1.07,µmol/l,1.1470814848800792
Golimumab,0.5,72,Target Kd,1.8e-5,µmol/l,1.3300246389255274e-5
Golimumab,0.5,72,koff,0.005583,1/min,0.006263672192708707
Golimumab,0.5,72,kint,0.014433333333333333,1/min,0.010890782272477717
Golimumab,0.5,72,kdeg,0.0037166666666666667,1/min,0.005165473244800765
Golimumab,0.5,72,Target reference concentration,1e-6,µmol/l,2.0658131967948767e-6
Golimumab,0.5,73,Kd (FcRn),1.07,µmol/l,0.4508987037614042
Golimumab,0.5,73,Target Kd,1.8e-5,µmol/l,1.5798767090452143e-5
Golimumab,0.5,73,koff,0.005583,1/min,0.005877460227019144
Golimumab,0.5,73,kint,0.014433333333333333,1/min,0.012066476360484238
Golimumab,0.5,73,kdeg,0.0037166666666666667,1/min,0.0020042530240695225
Golimumab,0.5,73,Target reference concentration,1e-6,µmol/l,6.418061011962801e-7
Golimumab,0.5,74,Kd (FcRn),1.07,µmol/l,1.1961477748394709
Golimumab,0.5,74,Target Kd,1.8e-5,µmol/l,2.3538874252670746e-5
Golimumab,0.5,74,koff,0.005583,1/min,0.004725909159606318
Golimumab,0.5,74,kint,0.014433333333333333,1/min,0.014475136459538736
Golimumab,0.5,74,kdeg,0.0037166666666666667,1/min,0.0031175863294345906
Golimumab,0.5,74,Target reference concentration,1e-6,µmol/l,9.70254175305682e-7
Golimumab,0.5,75,Kd (FcRn),1.07,µmol/l,1.2417572728559487
Golimumab,0.5,75,Target Kd,1.8e-5,µmol/l,1.6248382369296833e-5
Golimumab,0.5,75,koff,0.005583,1/min,0.004088972696388538
Golimumab,0.5,75,kint,0.014433333333333333,1/min,0.009343401252305822
Golimumab,0.5,75,kdeg,0.0037166666666666667,1/min,0.006057183011609743
Golimumab,0.5,75,Target reference concentration,1e-6,µmol/l,9.173722741735812e-7
Golimumab,0.5,76,Kd (FcRn),1.07,µmol/l,1.135392529702699
Golimumab,0.5,76,Target Kd,1.8e-5,µmol/l,1.7738551794608024e-5
Golimumab,0.5,76,koff,0.005583,1/min,0.0050880520095264925
Golimumab,0.5,76,kint,0.014433333333333333,1/min,0.014984790537384418
Golimumab,0.5,76,kdeg,0.0037166666666666667,1/min,0.00434053067160131
Golimumab,0.5,76,Target reference concentration,1e-6,µmol/l,9.752503757486815e-7
Golimumab,0.5,77,Kd (FcRn),1.07,µmol/l,0.8822021341097821
Golimumab,0.5,77,Target Kd,1.8e-5,µmol/l,1.3369990314471258e-5
Golimumab,0.5,77,koff,0.005583,1/min,0.0027276106276771035
Golimumab,0.5,77,kint,0.014433333333333333,1/min,0.013206104001618901
Golimumab,0.5,77,kdeg,0.0037166666666666667,1/min,0.005691274757042628
Golimumab,0.5,77,Target reference concentration,1e-6,µmol/l,8.366068996760031e-7
Golimumab,0.5,78,Kd (FcRn),1.07,µmol/l,1.1113577407243278
Golimumab,0.5,78,Target Kd,1.8e-5,µmol/l,1.3870782803097748e-5
