#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
49,UNKNOWN,Dog,Dog,12.31288994,1,1,0.43,1,1,0.368043498,0.160018912,0.01113499,1.762147666,0.072816019,1.800584363,2.184480578,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004521082,0.14,0.062621776,0.625222961,0.141263078,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.03495169,0.258704648,151,0.148291499,1.042073171,2898,0.071613943,1.0625,0.310196242,0.131174189,0.123787233,0.626,6.189361638,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026213767,0.57489924,0.090421646,0.530100621,0.031215133,0.032039048,0.376297666
50,UNKNOWN,Dog,Dog,10.04474697,1,1,0.43,1,1,0.300246638,0.130542017,0.01113499,1.437544519,0.059402666,1.800584363,1.782079982,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003688259,0.14,0.051086293,0.625222961,0.115241172,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.02851328,0.258704648,151,0.120974896,1.042073171,2898,0.058422023,1.0625,0.253055357,0.131174189,0.100984532,0.626,5.049226615,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02138496,0.57489924,0.073765181,0.432451409,0.031215133,0.026137173,0.376297666
51,UNKNOWN,Dog,Dog,11.7320928,1,1,0.43,1,1,0.350682942,0.152470845,0.01113499,1.679027431,0.069381299,1.800584363,2.081438964,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004307824,0.14,0.059667917,0.625222961,0.13459972,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.033303024,0.258704648,151,0.141296611,1.042073171,2898,0.068235925,1.0625,0.295564333,0.131174189,0.117948208,0.626,5.897410398,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024977267,0.57489924,0.08615647,0.505095856,0.031215133,0.030527771,0.376297666
52,UNKNOWN,Dog,Dog,11.24432036,1,1,0.43,1,1,0.33610298,0.14613173,0.01113499,1.609220336,0.066496708,1.800584363,1.994901243,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004128722,0.14,0.057187169,0.625222961,0.129003614,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.03191842,0.258704648,151,0.135422076,1.042073171,2898,0.065398954,1.0625,0.283275976,0.131174189,0.113044404,0.626,5.652220187,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023938815,0.57489924,0.082574437,0.484096035,0.031215133,0.029258551,0.376297666
53,UNKNOWN,Dog,Dog,11.73855675,1,1,0.43,1,1,0.350876156,0.15255485,0.01113499,1.679952512,0.069419525,1.800584363,2.082585759,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004310197,0.14,0.059700792,0.625222961,0.134673879,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.033321372,0.258704648,151,0.141374461,1.042073171,2898,0.06827352,1.0625,0.295727178,0.131174189,0.118013193,0.626,5.900659649,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024991029,0.57489924,0.086203939,0.505374144,0.031215133,0.030544591,0.376297666
54,UNKNOWN,Dog,Dog,12.29993692,1,1,0.43,1,1,0.367656321,0.159850574,0.01113499,1.760293908,0.072739418,1.800584363,2.182182531,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004516326,0.14,0.062555899,0.625222961,0.14111447,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.034914921,0.258704648,151,0.148135498,1.042073171,2898,0.071538606,1.0625,0.309869919,0.131174189,0.12365701,0.626,6.182850504,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02618619,0.57489924,0.090326523,0.529542961,0.031215133,0.032005344,0.376297666
55,UNKNOWN,Dog,Dog,9.163676236,1,1,0.43,1,1,0.273910631,0.119091579,0.01113499,1.311450909,0.054192186,1.800584363,1.625765589,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003364745,0.14,0.04660528,0.625222961,0.105132842,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.02601225,0.258704648,151,0.110363634,1.042073171,2898,0.05329756,1.0625,0.230858714,0.131174189,0.092126717,0.626,4.606335836,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019509187,0.57489924,0.067294899,0.394519117,0.031215133,0.023844562,0.376297666
56,UNKNOWN,Dog,Dog,13.76059531,1,1,0.43,1,1,0.41131673,0.178833361,0.01113499,1.96933466,0.081377466,1.800584363,2.441323958,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005052655,0.14,0.06998462,0.625222961,0.157872283,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.039061184,0.258704648,151,0.16572708,1.042073171,2898,0.080034053,1.0625,0.346668002,0.131174189,0.138341691,0.626,6.917084548,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029295887,0.57489924,0.101053098,0.592427948,0.031215133,0.035806085,0.376297666
57,UNKNOWN,Dog,Dog,12.75059342,1,1,0.43,1,1,0.381126854,0.165707328,0.01113499,1.824789189,0.075404512,1.800584363,2.262135359,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.0046818,0.14,0.06484788,0.625222961,0.146284753,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036194166,0.258704648,151,0.153563024,1.042073171,2898,0.074159704,1.0625,0.321223221,0.131174189,0.12818767,0.626,6.409383516,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027145624,0.57489924,0.09363599,0.548944847,0.031215133,0.033177985,0.376297666
58,UNKNOWN,Dog,Dog,10.61852745,1,1,0.43,1,1,0.31739746,0.137998896,0.01113499,1.519660573,0.062795892,1.800584363,1.883876743,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003898941,0.14,0.054004467,0.625222961,0.12182403,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.030142028,0.258704648,151,0.127885278,1.042073171,2898,0.061759232,1.0625,0.267510497,0.131174189,0.106753015,0.626,5.337650772,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022606521,0.57489924,0.077978828,0.45715409,0.031215133,0.027630192,0.376297666
59,UNKNOWN,Dog,Dog,10.65618033,1,1,0.43,1,1,0.318522939,0.138488234,0.01113499,1.52504923,0.063018563,1.800584363,1.890556896,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003912767,0.14,0.054195964,0.625222961,0.122256013,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.030248911,0.258704648,151,0.128338754,1.042073171,2898,0.061978228,1.0625,0.268459079,0.131174189,0.107131557,0.626,5.356577872,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022686683,0.57489924,0.078255338,0.45877514,0.031215133,0.027728168,0.376297666
60,UNKNOWN,Dog,Dog,13.203524,1,1,0.43,1,1,0.394665361,0.171593635,0.01113499,1.889609923,0.078083055,1.800584363,2.342491639,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004848108,0.14,0.067151427,0.625222961,0.151481126,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037479867,0.258704648,151,0.159017937,1.042073171,2898,0.076794028,1.0625,0.332633813,0.131174189,0.132741193,0.626,6.637059645,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028109899,0.57489924,0.096962157,0.568444638,0.031215133,0.034356544,0.376297666
61,UNKNOWN,Dog,Dog,13.84507572,1,1,0.43,1,1,0.413841927,0.179931273,0.01113499,1.981424994,0.081877066,1.800584363,2.456311976,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005083675,0.14,0.070414277,0.625222961,0.158841508,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.039300992,0.258704648,151,0.166744529,1.042073171,2898,0.080525406,1.0625,0.3487963,0.131174189,0.139191012,0.626,6.959550598,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029475743,0.57489924,0.101673493,0.59606504,0.031215133,0.036025909,0.376297666
62,UNKNOWN,Dog,Dog,11.2031239,1,1,0.43,1,1,0.33487158,0.145596339,0.01113499,1.603324544,0.066253081,1.800584363,1.98759241,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004113595,0.14,0.056977649,0.625222961,0.128530976,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.031801479,0.258704648,151,0.134925923,1.042073171,2898,0.065159348,1.0625,0.282238122,0.131174189,0.112630237,0.626,5.631511827,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023851109,0.57489924,0.082271904,0.482322425,0.031215133,0.029151355,0.376297666
63,UNKNOWN,Dog,Dog,11.51831321,1,1,0.43,1,1,0.344292876,0.149692555,0.01113499,1.648432566,0.068117048,1.800584363,2.043511445,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004229327,0.14,0.058580661,0.625222961,0.132147074,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.032696183,0.258704648,151,0.138721936,1.042073171,2898,0.066992545,1.0625,0.290178625,0.131174189,0.115798982,0.626,5.789949094,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024522137,0.57489924,0.084586546,0.495892111,0.031215133,0.029971501,0.376297666
64,UNKNOWN,Dog,Dog,11.81786777,1,1,0.43,1,1,0.353246834,0.15358558,0.01113499,1.691303034,0.069888555,1.800584363,2.096656653,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004339319,0.14,0.060104157,0.625222961,0.135583797,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.033546507,0.258704648,151,0.142329651,1.042073171,2898,0.068734807,1.0625,0.297725245,0.131174189,0.118810544,0.626,5.940527185,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02515988,0.57489924,0.086786372,0.508788682,0.031215133,0.030750964,0.376297666
65,UNKNOWN,Dog,Dog,11.51230429,1,1,0.43,1,1,0.344113263,0.149614462,0.01113499,1.647572604,0.068081513,1.800584363,2.042445377,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004227121,0.14,0.058550101,0.625222961,0.132078135,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.032679126,0.258704648,151,0.138649567,1.042073171,2898,0.066957596,1.0625,0.290027243,0.131174189,0.115738571,0.626,5.786928568,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024509344,0.57489924,0.084542419,0.495633412,0.031215133,0.029955865,0.376297666
66,UNKNOWN,Dog,Dog,13.90061436,1,1,0.43,1,1,0.415502027,0.180653055,0.01113499,1.989373354,0.082205511,1.800584363,2.466165315,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005104067,0.14,0.070696739,0.625222961,0.159478691,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.039458645,0.258704648,151,0.167413414,1.042073171,2898,0.080848429,1.0625,0.350195475,0.131174189,0.139749368,0.626,6.987468392,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029593984,0.57489924,0.10208135,0.598456117,0.031215133,0.036170424,0.376297666
67,UNKNOWN,Dog,Dog,9.0958368,1,1,0.43,1,1,0.271882849,0.118209934,0.01113499,1.301742132,0.053790997,1.800584363,1.613729915,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003339835,0.14,0.046260257,0.625222961,0.104354535,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.025819679,0.258704648,151,0.109546603,1.042073171,2898,0.052902994,1.0625,0.229149648,0.131174189,0.091444695,0.626,4.572234759,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019364759,0.57489924,0.066796709,0.39159846,0.031215133,0.023668039,0.376297666
68,UNKNOWN,Dog,Dog,13.54188802,1,1,0.43,1,1,0.40477937,0.175991031,0.01113499,1.938034571,0.080084073,1.800584363,2.402522195,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004972349,0.14,0.068872303,0.625222961,0.155363102,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.038440355,0.258704648,151,0.163093058,1.042073171,2898,0.078762013,1.0625,0.341158152,0.131174189,0.136142924,0.626,6.80714622,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028830266,0.57489924,0.099446986,0.583012053,0.031215133,0.035236992,0.376297666
69,UNKNOWN,Dog,Dog,12.71104339,1,1,0.43,1,1,0.379944667,0.165193334,0.01113499,1.819129024,0.075170621,1.800584363,2.255118625,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004667277,0.14,0.064646734,0.625222961,0.145831005,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036081898,0.258704648,151,0.153086699,1.042073171,2898,0.073929674,1.0625,0.320226845,0.131174189,0.127790055,0.626,6.38950277,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027061423,0.57489924,0.093345548,0.54724212,0.031215133,0.033075073,0.376297666
70,UNKNOWN,Dog,Dog,9.492563639,1,1,0.43,1,1,0.283741375,0.123365815,0.01113499,1.35851932,0.056137162,1.800584363,1.68411486,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003485507,0.14,0.048277959,0.625222961,0.108906094,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026945838,0.258704648,151,0.114324622,1.042073171,2898,0.055210427,1.0625,0.23914431,0.131174189,0.095433175,0.626,4.771658769,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020209378,0.57489924,0.069710135,0.40867854,0.031215133,0.024700351,0.376297666
71,UNKNOWN,Dog,Dog,13.72236543,1,1,0.43,1,1,0.410174005,0.178336524,0.01113499,1.963863427,0.081151382,1.800584363,2.434541439,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005038618,0.14,0.069790188,0.625222961,0.15743368,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.038952663,0.258704648,151,0.165266655,1.042073171,2898,0.079811702,1.0625,0.345704884,0.131174189,0.137957348,0.626,6.897867409,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029214497,0.57489924,0.100772351,0.590782056,0.031215133,0.035706608,0.376297666
72,UNKNOWN,Dog,Dog,13.3050467,1,1,0.43,1,1,0.397699967,0.172913029,0.01113499,1.904139249,0.07868344,1.800584363,2.360503201,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004885385,0.14,0.067667758,0.625222961,0.152645874,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037768052,0.258704648,151,0.160240636,1.042073171,2898,0.077384502,1.0625,0.335191454,0.131174189,0.133761848,0.626,6.688092402,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028326038,0.57489924,0.097707705,0.572815444,0.031215133,0.034620713,0.376297666
73,UNKNOWN,Dog,Dog,13.24908502,1,1,0.43,1,1,0.396027222,0.172185749,0.01113499,1.896130345,0.078352494,1.800584363,2.350574808,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004864837,0.14,0.067383144,0.625222961,0.152003838,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.037609197,0.258704648,151,0.159566656,1.042073171,2898,0.077059019,1.0625,0.333781623,0.131174189,0.133199239,0.626,6.659961955,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028206897,0.57489924,0.097296741,0.570406154,0.031215133,0.034475097,0.376297666
74,UNKNOWN,Dog,Dog,12.6693849,1,1,0.43,1,1,0.378699457,0.164651938,0.01113499,1.813167108,0.074924261,1.800584363,2.247727819,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004651981,0.14,0.064434864,0.625222961,0.145353066,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.035963645,0.258704648,151,0.152584981,1.042073171,2898,0.073687381,1.0625,0.31917735,0.131174189,0.127371243,0.626,6.368562154,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026972734,0.57489924,0.093039622,0.545448618,0.031215133,0.032966675,0.376297666
75,UNKNOWN,Dog,Dog,12.69590201,1,1,0.43,1,1,0.379492078,0.164996556,0.01113499,1.81696208,0.075081078,1.800584363,2.25243233,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004661718,0.14,0.064569727,0.625222961,0.145657291,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.036038918,0.258704648,151,0.152904342,1.042073171,2898,0.073841609,1.0625,0.319845391,0.131174189,0.127637832,0.626,6.381891601,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.027029188,0.57489924,0.093234355,0.546590246,0.031215133,0.033035674,0.376297666
