#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
76,UNKNOWN,Rat,Rat,0.208941565,1,1,0.45,1,1,0.006201555,0.002696328,0.160337532,0.01449346,0.001559423,0.784313529,0.009173076,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002293269,0.192,0.000733846,4.89583375,0.002109807,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001009038,1.030302727,268,0.004586538,0.5,810,0.001996979,2.296738631,0.009448268,0.194174757,0.000917308,0.626,0.111911523,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.0011925,0.397436154,0.001375961,0.036692303,0.145833325,0.000550385,1.055555
77,UNKNOWN,Rat,Rat,0.227126984,1,1,0.45,1,1,0.006741313,0.002931006,0.160337532,0.015754911,0.001695149,0.784313529,0.009971463,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002492866,0.192,0.000797717,4.89583375,0.002293436,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001096861,1.030302727,268,0.004985731,0.5,810,0.002170787,2.296738631,0.010270606,0.194174757,0.000997146,0.626,0.121651844,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00129629,0.397436154,0.001495719,0.03988585,0.145833325,0.000598288,1.055555
78,UNKNOWN,Rat,Rat,0.28061714,1,1,0.45,1,1,0.008328944,0.00362128,0.160337532,0.019465314,0.002094369,0.784313529,0.012319819,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003079955,0.192,0.000985586,4.89583375,0.002833558,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00135518,1.030302727,268,0.006159909,0.5,810,0.002682025,2.296738631,0.012689414,0.194174757,0.001231982,0.626,0.150301791,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001601576,0.397436154,0.001847973,0.049279276,0.145833325,0.000739189,1.055555
79,UNKNOWN,Rat,Rat,0.216710721,1,1,0.45,1,1,0.00643215,0.002796587,0.160337532,0.015032375,0.001617407,0.784313529,0.009514162,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00237854,0.192,0.000761133,4.89583375,0.002188257,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001046558,1.030302727,268,0.004757081,0.5,810,0.002071233,2.296738631,0.009799587,0.194174757,0.000951416,0.626,0.116072773,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001236841,0.397436154,0.001427124,0.038056647,0.145833325,0.00057085,1.055555
80,UNKNOWN,Rat,Rat,0.214769811,1,1,0.45,1,1,0.006374542,0.00277154,0.160337532,0.014897742,0.001602922,0.784313529,0.009428951,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002357238,0.192,0.000754316,4.89583375,0.002168659,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001037185,1.030302727,268,0.004714475,0.5,810,0.002052683,2.296738631,0.009711819,0.194174757,0.000942895,0.626,0.115033199,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001225764,0.397436154,0.001414343,0.037715803,0.145833325,0.000565737,1.055555
81,UNKNOWN,Rat,Rat,0.23462476,1,1,0.45,1,1,0.006963853,0.003027762,0.160337532,0.016275002,0.001751108,0.784313529,0.010300634,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002575159,0.192,0.000824051,4.89583375,0.002369146,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00113307,1.030302727,268,0.005150317,0.5,810,0.002242448,2.296738631,0.010609653,0.194174757,0.001030063,0.626,0.12566774,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001339082,0.397436154,0.001545095,0.041202538,0.145833325,0.000618038,1.055555
82,UNKNOWN,Rat,Rat,0.20463144,1,1,0.45,1,1,0.006073627,0.002640707,0.160337532,0.014194483,0.001527254,0.784313529,0.00898385,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002245962,0.192,0.000718708,4.89583375,0.002066285,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.000988223,1.030302727,268,0.004491925,0.5,810,0.001955784,2.296738631,0.009253365,0.194174757,0.000898385,0.626,0.10960297,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.0011679,0.397436154,0.001347577,0.0359354,0.145833325,0.000539031,1.055555
83,UNKNOWN,Rat,Rat,0.209192388,1,1,0.45,1,1,0.006209,0.002699565,0.160337532,0.014510858,0.001561295,0.784313529,0.009184087,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002296022,0.192,0.000734727,4.89583375,0.00211234,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00101025,1.030302727,268,0.004592044,0.5,810,0.001999376,2.296738631,0.00945961,0.194174757,0.000918409,0.626,0.112045867,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001193931,0.397436154,0.001377613,0.03673635,0.145833325,0.000551045,1.055555
84,UNKNOWN,Rat,Rat,0.284289472,1,1,0.45,1,1,0.008437942,0.003668671,0.160337532,0.019720049,0.002121777,0.784313529,0.012481044,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003120261,0.192,0.000998484,4.89583375,0.00287064,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001372915,1.030302727,268,0.006240522,0.5,810,0.002717123,2.296738631,0.012855475,0.194174757,0.001248104,0.626,0.152268735,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001622536,0.397436154,0.001872157,0.049924175,0.145833325,0.000748863,1.055555
85,UNKNOWN,Rat,Rat,0.244396149,1,1,0.45,1,1,0.007253876,0.003153859,0.160337532,0.016952805,0.001824036,0.784313529,0.010729624,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002682406,0.192,0.00085837,4.89583375,0.002467813,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001180259,1.030302727,268,0.005364812,0.5,810,0.002335839,2.296738631,0.011051512,0.194174757,0.001072962,0.626,0.130901409,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001394851,0.397436154,0.001609444,0.042918495,0.145833325,0.000643777,1.055555
86,UNKNOWN,Rat,Rat,0.212677685,1,1,0.45,1,1,0.006312446,0.002744542,0.160337532,0.01475262,0.001587307,0.784313529,0.009337101,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002334275,0.192,0.000746968,4.89583375,0.002147533,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001027081,1.030302727,268,0.00466855,0.5,810,0.002032687,2.296738631,0.009617214,0.194174757,0.00093371,0.626,0.113912632,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001213823,0.397436154,0.001400565,0.037348404,0.145833325,0.000560226,1.055555
87,UNKNOWN,Rat,Rat,0.230224666,1,1,0.45,1,1,0.006833255,0.00297098,0.160337532,0.015969785,0.001718268,0.784313529,0.010107459,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002526865,0.192,0.000808597,4.89583375,0.002324716,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00111182,1.030302727,268,0.005053729,0.5,810,0.002200394,2.296738631,0.010410683,0.194174757,0.001010746,0.626,0.123310999,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00131397,0.397436154,0.001516119,0.040429836,0.145833325,0.000606448,1.055555
88,UNKNOWN,Rat,Rat,0.261720733,1,1,0.45,1,1,0.007768083,0.003377428,0.160337532,0.018154544,0.001953337,0.784313529,0.011490218,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002872554,0.192,0.000919217,4.89583375,0.00264275,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001263924,1.030302727,268,0.005745109,0.5,810,0.00250142,2.296738631,0.011834924,0.194174757,0.001149022,0.626,0.140180656,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001493728,0.397436154,0.001723533,0.045960871,0.145833325,0.000689413,1.055555
89,UNKNOWN,Rat,Rat,0.277262798,1,1,0.45,1,1,0.008229385,0.003577993,0.160337532,0.019232636,0.002069334,0.784313529,0.012172555,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003043139,0.192,0.000973804,4.89583375,0.002799688,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001338981,1.030302727,268,0.006086277,0.5,810,0.002649965,2.296738631,0.012537731,0.194174757,0.001217255,0.626,0.148505167,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001582432,0.397436154,0.001825883,0.048690219,0.145833325,0.000730353,1.055555
90,UNKNOWN,Rat,Rat,0.231933677,1,1,0.45,1,1,0.00688398,0.002993035,0.160337532,0.016088332,0.001731023,0.784313529,0.010182489,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002545622,0.192,0.000814599,4.89583375,0.002341972,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001120074,1.030302727,268,0.005091244,0.5,810,0.002216728,2.296738631,0.010487964,0.194174757,0.001018249,0.626,0.124226364,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001323724,0.397436154,0.001527373,0.040729955,0.145833325,0.000610949,1.055555
91,UNKNOWN,Rat,Rat,0.261473073,1,1,0.45,1,1,0.007760733,0.003374232,0.160337532,0.018137365,0.001951489,0.784313529,0.011479345,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002869836,0.192,0.000918348,4.89583375,0.002640249,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001262728,1.030302727,268,0.005739672,0.5,810,0.002499053,2.296738631,0.011823725,0.194174757,0.001147934,0.626,0.140048007,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001492315,0.397436154,0.001721902,0.045917379,0.145833325,0.000688761,1.055555
92,UNKNOWN,Rat,Rat,0.247653076,1,1,0.45,1,1,0.007350544,0.003195889,0.160337532,0.017178726,0.001848344,0.784313529,0.010872611,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002718153,0.192,0.000869809,4.89583375,0.002500701,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001195987,1.030302727,268,0.005436306,0.5,810,0.002366967,2.296738631,0.01119879,0.194174757,0.001087261,0.626,0.132645856,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001413439,0.397436154,0.001630892,0.043490445,0.145833325,0.000652357,1.055555
93,UNKNOWN,Rat,Rat,0.220526955,1,1,0.45,1,1,0.006545419,0.002845834,0.160337532,0.015297093,0.00164589,0.784313529,0.009681704,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002420426,0.192,0.000774536,4.89583375,0.002226792,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001064987,1.030302727,268,0.004840852,0.5,810,0.002107707,2.296738631,0.009972155,0.194174757,0.00096817,0.626,0.118116792,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001258622,0.397436154,0.001452256,0.038726817,0.145833325,0.000580902,1.055555
94,UNKNOWN,Rat,Rat,0.261901563,1,1,0.45,1,1,0.007773451,0.003379761,0.160337532,0.018167088,0.001954687,0.784313529,0.011498157,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002874539,0.192,0.000919853,4.89583375,0.002644576,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001264797,1.030302727,268,0.005749078,0.5,810,0.002503149,2.296738631,0.011843101,0.194174757,0.001149816,0.626,0.140277511,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00149476,0.397436154,0.001724724,0.045992627,0.145833325,0.000689889,1.055555
95,UNKNOWN,Rat,Rat,0.242314446,1,1,0.45,1,1,0.007192089,0.003126995,0.160337532,0.016808406,0.001808499,0.784313529,0.010638231,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002659558,0.192,0.000851059,4.89583375,0.002446793,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001170205,1.030302727,268,0.005319116,0.5,810,0.002315943,2.296738631,0.010957378,0.194174757,0.001063823,0.626,0.129786424,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00138297,0.397436154,0.001595735,0.042552926,0.145833325,0.000638294,1.055555
96,UNKNOWN,Rat,Rat,0.29761066,1,1,0.45,1,1,0.008833326,0.003840576,0.160337532,0.020644088,0.002221199,0.784313529,0.013065878,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00326647,0.192,0.00104527,4.89583375,0.003005152,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001437247,1.030302727,268,0.006532939,0.5,810,0.002844442,2.296738631,0.013457855,0.194174757,0.001306588,0.626,0.159403717,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001698564,0.397436154,0.001959882,0.052263514,0.145833325,0.000783953,1.055555
97,UNKNOWN,Rat,Rat,0.26148762,1,1,0.45,1,1,0.007761165,0.003374419,0.160337532,0.018138374,0.001951597,0.784313529,0.011479983,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002869996,0.192,0.000918399,4.89583375,0.002640396,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001262798,1.030302727,268,0.005739992,0.5,810,0.002499192,2.296738631,0.011824383,0.194174757,0.001147998,0.626,0.140055799,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001492398,0.397436154,0.001721998,0.045919934,0.145833325,0.000688799,1.055555
98,UNKNOWN,Rat,Rat,0.228718037,1,1,0.45,1,1,0.006788537,0.002951538,0.160337532,0.015865276,0.001707023,0.784313529,0.010041314,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002510328,0.192,0.000803305,4.89583375,0.002309502,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001104545,1.030302727,268,0.005020657,0.5,810,0.002185994,2.296738631,0.010342553,0.194174757,0.001004131,0.626,0.12250403,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001305371,0.397436154,0.001506197,0.040165256,0.145833325,0.000602479,1.055555
99,UNKNOWN,Rat,Rat,0.240716071,1,1,0.45,1,1,0.007144648,0.003106369,0.160337532,0.016697533,0.00179657,0.784313529,0.010568059,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002642015,0.192,0.000845445,4.89583375,0.002430654,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001162486,1.030302727,268,0.005284029,0.5,810,0.002300666,2.296738631,0.0108851,0.194174757,0.001056806,0.626,0.128930317,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001373848,0.397436154,0.001585209,0.042272235,0.145833325,0.000634084,1.055555
